Company_Name,Company_Age,CIBIL_Commercial_Score,GSTR_Declared_Revenue_Cr,Bank_Statement_Inflow_Cr,Litigation_Count,News_Sentiment_Score,Loan_Approved,Approved_Limit_Cr,Interest_Rate_Pct
"Yohannan, Kapadia and Wable",16,652,487.17,486.96,0,0.97,1,56.85,9.74
Chakrabarti-Zachariah,36,780,150.42,141.14,0,-0.27,1,18.6,9.1
Kalita-Luthra,42,479,425.71,453.67,3,-0.85,0,0.0,0.0
Misra Group,48,822,374.74,360.14,0,0.12,1,69.91,8.89
"Chakrabarti, Pall and Chana",49,669,134.0,122.19,0,-0.02,1,16.58,9.65
Gupta-Dutta,13,854,419.14,422.39,1,-0.23,1,80.71,8.73
"Muni, Jayaraman and Sawhney",45,613,478.04,755.78,0,0.31,0,0.0,0.0
"Bava, Sanghvi and Borde",17,649,411.79,409.94,1,-0.62,0,0.0,0.0
Dhawan-Shere,14,684,369.54,379.7,0,0.16,1,67.08,9.58
Chander Inc,10,634,288.01,263.73,0,0.32,1,38.51,9.83
Desai Group,27,362,76.94,78.51,0,-0.53,0,0.0,0.0
"Chaudhari, Sagar and Kakar",37,899,466.68,229.4,5,-0.5,0,0.0,0.0
Thaker-Vohra,4,761,403.72,636.82,0,-0.53,0,0.0,0.0
"Manne, Atwal and Kohli",19,536,24.57,25.34,2,-0.67,0,0.0,0.0
"Madan, Kota and Kulkarni",31,699,85.85,89.86,3,-0.07,0,0.0,0.0
Verma-Palan,2,460,201.94,199.91,0,0.26,0,0.0,0.0
"Parmer, Kala and Dada",33,484,181.6,188.74,3,-0.77,0,0.0,0.0
Mangat-Chhabra,25,505,217.93,212.56,0,-0.02,0,0.0,0.0
Saini-Parmer,7,824,187.2,183.93,0,0.31,1,34.63,8.88
"Nadkarni, Khare and Dar",32,872,169.41,175.99,0,0.66,1,31.99,8.64
"Sarma, Murty and Batra",48,489,193.72,210.27,1,0.03,0,0.0,0.0
Zacharia-Balay,13,547,209.4,189.8,3,0.77,0,0.0,0.0
Rana-Bath,26,623,398.19,397.68,2,-0.36,1,56.91,9.88
Shetty Group,27,887,219.95,237.71,0,-0.35,1,50.24,8.56
Chada Inc,10,788,385.39,183.21,0,0.86,0,0.0,0.0
Jani-Nigam,22,721,441.11,427.9,0,-0.92,0,0.0,0.0
Salvi-Warrior,20,686,361.73,201.09,0,0.11,0,0.0,0.0
"Karan, Basu and Amble",12,612,25.09,24.9,0,-0.87,0,0.0,0.0
Sachdeva Ltd,5,510,87.78,91.02,0,0.24,0,0.0,0.0
Aurora-Sengupta,34,889,195.78,208.69,0,0.93,1,38.52,8.55
Dube-Chokshi,19,413,293.82,274.78,2,0.27,0,0.0,0.0
Vora-Kulkarni,31,585,336.2,304.6,0,0.06,0,0.0,0.0
"Pillai, Mallick and Buch",19,680,467.88,323.54,1,0.8,0,0.0,0.0
Srivastava-Mohan,17,584,497.79,275.31,0,0.87,0,0.0,0.0
Sama-Kara,26,455,172.1,308.07,1,-0.78,0,0.0,0.0
Banerjee-Bhakta,21,677,355.65,355.13,3,0.34,0,0.0,0.0
"Gupta, Shetty and Badal",15,813,294.73,294.1,2,0.23,1,57.37,8.94
"Golla, Nigam and Kamdar",9,832,267.93,250.35,0,0.52,1,34.84,8.84
Kanda PLC,14,562,247.17,241.08,0,-0.13,0,0.0,0.0
Shetty Ltd,28,759,229.52,243.12,0,0.89,1,48.93,9.21
Srinivas Ltd,3,470,289.17,315.8,0,0.47,0,0.0,0.0
Ganesh-Sem,42,739,266.7,246.48,0,0.07,1,36.11,9.3
"Chakraborty, Goswami and Varma",28,551,48.17,31.26,0,-0.35,0,0.0,0.0
Narang-Keer,15,647,167.69,172.65,1,-0.42,1,22.04,9.77
"Bassi, Saraf and Jha",44,457,64.06,64.34,0,-0.6,0,0.0,0.0
Bath Ltd,5,858,180.38,175.12,0,-0.71,0,0.0,0.0
Dubey LLC,39,431,459.83,425.21,3,0.91,0,0.0,0.0
"Padmanabhan, Doshi and Suri",39,761,238.73,260.07,0,0.61,1,35.91,9.2
Ahuja and Sons,5,634,303.26,172.48,0,-0.97,0,0.0,0.0
"Dass, Jha and Sankaran",13,864,271.82,256.93,0,0.86,1,55.23,8.68
"Thakur, Ghosh and Rastogi",37,703,157.46,169.69,0,0.29,1,23.79,9.48
Bhargava-Dhillon,15,442,149.14,217.98,0,-0.18,0,0.0,0.0
Choudhary-Edwin,35,565,45.15,69.4,0,0.39,0,0.0,0.0
"Wagle, Dubey and Bajaj",49,321,218.75,197.96,0,0.04,0,0.0,0.0
Chander-Choudhary,17,344,458.53,784.1,0,0.4,0,0.0,0.0
Munshi-Sawhney,28,887,60.44,58.62,0,-0.88,0,0.0,0.0
Prasad-Sengupta,28,669,373.71,345.82,0,-0.09,1,46.26,9.65
Deol-Sant,11,505,296.66,294.94,0,0.68,0,0.0,0.0
Bains-Kale,31,400,473.47,222.61,5,0.36,0,0.0,0.0
"Sodhi, Kamdar and Borah",39,675,346.6,371.22,1,0.83,1,53.52,9.62
Raj PLC,3,388,60.96,93.98,0,-0.78,0,0.0,0.0
"Ray, Nayak and Oak",20,450,292.86,285.59,0,-0.38,0,0.0,0.0
Kothari-Palan,1,737,29.07,28.85,1,0.19,1,5.23,10.81
"Ravi, Wagle and Datta",24,418,213.37,103.54,0,-0.56,0,0.0,0.0
Ramaswamy Inc,32,629,147.29,132.95,0,-0.73,0,0.0,0.0
Konda-Kohli,8,617,436.19,394.7,0,0.44,1,41.14,9.91
"Tiwari, Kade and Sarraf",29,850,416.48,644.82,0,-0.86,0,0.0,0.0
"Basu, Chauhan and Dhingra",31,312,137.99,127.87,0,-0.18,0,0.0,0.0
"Sehgal, Vaidya and Kurian",30,380,294.4,416.1,0,-1.0,0,0.0,0.0
Agrawal and Sons,21,856,301.83,436.37,3,-0.38,0,0.0,0.0
Mann-Gara,31,879,223.71,230.62,0,-0.72,0,0.0,0.0
"Mitra, Sankar and Kalla",1,632,488.25,533.72,0,-0.23,1,57.9,11.34
Chaudhari Ltd,1,729,401.95,417.33,0,-0.37,1,77.65,10.86
Mukhopadhyay Ltd,17,864,358.54,368.32,0,0.14,1,68.86,8.68
"Bora, Nazareth and Dara",49,549,61.85,58.71,0,0.2,0,0.0,0.0
Anand-Dube,31,776,197.5,187.47,0,-0.02,1,36.42,9.12
Bumb-Bath,11,306,243.46,237.93,0,0.46,0,0.0,0.0
Kapoor-Vohra,28,884,21.72,20.57,5,0.74,0,0.0,0.0
Chowdhury PLC,31,849,253.05,268.59,0,-0.85,0,0.0,0.0
Gokhale-Toor,47,504,424.52,410.44,0,0.21,0,0.0,0.0
"Puri, Mammen and Reddy",2,584,56.36,51.03,0,0.24,0,0.0,0.0
Shukla PLC,42,520,468.68,496.3,0,-0.92,0,0.0,0.0
Datta-Korpal,22,858,158.57,147.47,0,0.93,1,33.94,8.71
"Ghosh, Butala and Atwal",28,676,267.81,256.98,0,0.06,1,35.46,9.62
"Iyengar, Thaker and Agrawal",31,681,330.89,490.02,0,0.31,0,0.0,0.0
Sandhu Group,22,632,423.05,566.66,3,0.42,0,0.0,0.0
Gaba Group,8,896,327.21,328.11,3,-0.22,0,0.0,0.0
"Khatri, Lad and Ahluwalia",6,486,322.43,161.35,0,-0.26,0,0.0,0.0
Babu PLC,38,761,409.41,228.91,0,0.16,0,0.0,0.0
Randhawa Inc,9,456,142.56,130.49,0,-0.82,0,0.0,0.0
"Natarajan, Sampath and Sen",23,868,146.06,141.51,3,0.6,0,0.0,0.0
"Manne, Prasad and Konda",25,401,321.2,327.14,0,0.6,0,0.0,0.0
"Biswas, Wason and Borah",13,747,461.46,460.97,0,0.64,1,89.76,9.27
Jayaraman-Sridhar,49,638,118.39,184.46,0,0.7,0,0.0,0.0
"Purohit, Narang and Swaminathan",25,460,484.02,477.11,0,0.11,0,0.0,0.0
Mander-Oommen,35,669,449.7,468.05,0,-0.48,1,57.29,9.65
Prashad LLC,18,692,127.81,115.14,0,0.72,1,15.71,9.54
Mann Ltd,36,538,333.07,340.76,0,0.94,0,0.0,0.0
Varma Inc,25,788,163.11,146.93,0,0.6,1,27.12,9.06
"Balakrishnan, Mohan and Soni",12,863,227.12,221.27,0,0.37,1,33.6,8.69
Dalal Group,8,838,7.32,6.69,0,-0.78,0,0.0,0.0
Gokhale PLC,1,518,126.01,190.29,1,0.62,0,0.0,0.0
"Yogi, Walia and Brahmbhatt",19,387,390.01,366.19,0,-0.09,0,0.0,0.0
Bera PLC,38,631,330.58,360.44,0,-0.68,0,0.0,0.0
"Chhabra, Patla and Kata",3,595,202.34,324.29,0,-0.09,0,0.0,0.0
"Bajaj, Basu and Sankaran",45,663,126.99,165.9,0,0.26,0,0.0,0.0
Wadhwa Inc,3,765,239.8,256.7,0,-0.94,0,0.0,0.0
Rattan and Sons,3,710,335.17,334.77,2,0.87,1,63.96,10.95
Bansal-Dixit,16,792,476.98,435.02,1,-0.76,0,0.0,0.0
Rajagopalan Ltd,11,517,176.14,193.09,1,0.46,0,0.0,0.0
"Dhar, Sehgal and Karan",5,817,332.51,141.88,0,-0.27,0,0.0,0.0
Ravel-Chauhan,42,344,63.72,66.08,0,0.95,0,0.0,0.0
Biswas-Sarraf,5,545,189.89,185.46,0,0.12,0,0.0,0.0
"Kurian, Prakash and Morar",9,413,123.9,178.59,0,0.49,0,0.0,0.0
Sibal Ltd,11,466,460.64,491.23,3,-0.95,0,0.0,0.0
"Chaudhry, Bajwa and Mangal",14,466,66.78,70.39,0,-0.46,0,0.0,0.0
"Rana, Arya and Narayan",39,321,353.61,344.19,0,0.43,0,0.0,0.0
Gara-Jaggi,21,735,480.03,436.11,0,0.7,1,77.63,9.32
Sibal PLC,9,548,13.38,18.57,0,-0.07,0,0.0,0.0
Shah LLC,33,543,54.59,58.94,2,-0.03,0,0.0,0.0
"Vasa, Pingle and Bains",43,500,311.17,327.81,0,-0.79,0,0.0,0.0
"Ramanathan, Vala and Lad",34,848,124.87,121.51,0,-0.61,0,0.0,0.0
Raghavan-Sura,46,372,391.55,355.26,0,-0.91,0,0.0,0.0
Singhal-Shankar,18,727,156.91,95.62,0,-0.48,0,0.0,0.0
Chander Ltd,17,474,381.37,360.55,2,-0.87,0,0.0,0.0
"Choudhry, Kunda and Dass",42,657,485.83,455.52,0,-0.69,0,0.0,0.0
Ramesh-Madan,37,821,364.05,363.14,1,-0.21,1,71.31,8.89
Raval-Ganguly,35,527,11.66,11.68,1,0.4,0,0.0,0.0
Bhatia Inc,19,488,294.73,274.03,1,-0.7,0,0.0,0.0
"Dubey, Bhasin and Bajaj",45,875,70.89,76.14,0,-0.02,1,18.13,8.62
Bumb LLC,31,618,307.99,456.16,0,0.05,0,0.0,0.0
Aurora Inc,41,499,5.32,5.53,3,0.78,0,0.0,0.0
Borah Ltd,43,515,62.93,109.09,1,0.2,0,0.0,0.0
Bahri-Chad,14,308,173.93,180.74,0,-0.58,0,0.0,0.0
Dash-Thakur,25,301,241.43,130.99,0,0.59,0,0.0,0.0
"Choudhry, Chad and Walia",38,845,333.31,329.87,0,-0.04,1,71.91,8.78
Vora-Vohra,40,381,424.64,442.01,0,-0.71,0,0.0,0.0
Sachdeva-Vyas,18,736,29.94,14.85,0,-0.31,0,0.0,0.0
"Bhattacharyya, Ghosh and Banerjee",41,485,389.13,650.17,0,-0.65,0,0.0,0.0
Dara-Bir,42,546,296.27,308.86,0,0.72,0,0.0,0.0
Kala-Aggarwal,14,450,127.7,134.63,0,0.49,0,0.0,0.0
Dubey-Lata,21,756,243.93,266.25,2,0.75,1,53.9,9.22
Loke LLC,25,628,278.86,272.49,10,0.57,0,0.0,0.0
"Ravi, Majumdar and Bala",38,776,19.11,21.0,0,-0.52,0,0.0,0.0
"Tank, Sankar and Zacharia",49,737,333.57,345.63,0,-0.78,0,0.0,0.0
Atwal PLC,32,849,244.06,244.17,0,-0.0,1,52.19,8.76
Virk Ltd,11,425,147.62,194.16,10,0.63,0,0.0,0.0
Mall Inc,5,479,388.47,389.24,10,0.96,0,0.0,0.0
Venkataraman-Muni,10,772,123.38,132.45,0,0.71,1,27.65,9.14
"Singh, Kapoor and Saxena",46,445,58.14,56.43,0,-0.87,0,0.0,0.0
Varma and Sons,2,884,438.36,395.51,1,0.3,1,75.97,10.08
Chadha Group,32,830,389.85,512.3,1,-0.33,0,0.0,0.0
"Modi, Sha and Deol",28,555,34.42,32.07,0,0.91,0,0.0,0.0
Mukhopadhyay PLC,5,490,455.57,465.1,0,-0.03,0,0.0,0.0
"Sampath, Kadakia and Shere",16,470,132.94,122.55,0,-0.71,0,0.0,0.0
Nair Inc,17,682,142.57,142.57,0,-0.51,0,0.0,0.0
Memon and Sons,39,526,235.63,253.07,0,0.55,0,0.0,0.0
Dass-Bansal,33,510,275.46,284.05,0,0.19,0,0.0,0.0
"Khatri, Sinha and Dalal",40,381,238.09,250.07,0,0.54,0,0.0,0.0
Raju-Kapur,6,490,170.73,160.17,0,0.31,0,0.0,0.0
Chowdhury-Dhar,42,664,332.14,318.06,0,0.06,1,41.83,9.68
"Bail, Jaggi and Barad",7,516,389.56,693.04,0,0.12,0,0.0,0.0
Buch-Nadkarni,25,441,239.81,231.34,0,-0.23,0,0.0,0.0
Chokshi PLC,21,876,181.35,166.39,0,0.01,1,39.23,8.62
Mann-Gera,23,305,56.63,61.54,0,0.73,0,0.0,0.0
Ram-Ravi,12,467,408.91,377.14,0,0.03,0,0.0,0.0
"Bhatti, Dara and Chakraborty",48,670,483.86,303.82,0,-0.46,0,0.0,0.0
"Aggarwal, Pradhan and Sheth",49,479,202.74,128.92,0,-0.04,0,0.0,0.0
Mani Group,3,820,302.76,303.9,0,-0.54,0,0.0,0.0
Parmer-Sawhney,47,838,485.12,442.25,0,-0.12,1,74.11,8.81
Kari Ltd,15,812,213.93,195.36,0,0.45,1,40.32,8.94
Sinha PLC,12,526,412.36,249.43,0,0.93,0,0.0,0.0
Garg-Sem,13,360,222.75,235.75,0,-0.94,0,0.0,0.0
Kadakia-Gole,11,366,363.42,348.97,0,0.41,0,0.0,0.0
Rajagopalan-Salvi,43,847,463.8,503.07,0,0.39,1,108.89,8.77
Mahal-Gupta,35,522,467.97,506.9,2,-0.12,0,0.0,0.0
"Vasa, Shenoy and Dasgupta",47,445,10.54,9.6,0,-0.57,0,0.0,0.0
Deol-Sarraf,40,861,51.9,49.15,10,-0.4,0,0.0,0.0
Menon Group,14,317,323.78,295.58,0,0.94,0,0.0,0.0
Virk-Bassi,42,594,226.07,244.99,0,0.55,0,0.0,0.0
Saraf-Chawla,19,840,291.91,314.58,0,-0.18,1,52.64,8.8
Bhatt Ltd,24,474,307.54,318.83,0,0.2,0,0.0,0.0
Nayak LLC,41,386,151.55,143.58,0,-0.61,0,0.0,0.0
"Goswami, Lala and Mall",5,481,425.93,397.93,0,0.17,0,0.0,0.0
Ramaswamy Ltd,32,345,207.34,143.09,0,0.62,0,0.0,0.0
Chanda and Sons,2,859,210.44,294.82,3,-0.16,0,0.0,0.0
Trivedi and Sons,18,670,414.46,433.18,10,0.5,0,0.0,0.0
Brar Ltd,39,503,464.34,448.86,0,0.12,0,0.0,0.0
"Raghavan, Kanda and Panchal",15,808,258.63,238.5,0,0.79,1,50.69,8.96
"Raj, Agarwal and Balay",41,378,434.3,416.72,2,0.23,0,0.0,0.0
"Manda, Loyal and Bobal",7,848,279.97,188.51,0,-0.85,0,0.0,0.0
Chaudry PLC,40,478,448.83,482.57,1,0.46,0,0.0,0.0
"Nadig, Sastry and Koshy",33,453,134.94,140.99,0,-0.22,0,0.0,0.0
Mandal-Kata,5,361,309.33,326.42,0,0.68,0,0.0,0.0
Butala-Khosla,48,332,67.92,111.62,1,0.69,0,0.0,0.0
"Ghosh, Dayal and Badami",45,531,66.56,65.54,0,-0.22,0,0.0,0.0
Ramachandran Inc,40,613,444.14,447.1,0,-0.05,1,65.41,9.94
Deep-Kala,24,860,48.88,47.03,0,0.36,1,9.5,8.7
Aurora-Misra,47,604,164.37,255.9,5,0.32,0,0.0,0.0
Raja-Randhawa,8,394,404.52,383.23,0,0.2,0,0.0,0.0
Sabharwal-Peri,22,745,290.34,283.43,0,0.11,1,42.58,9.28
Bal PLC,19,663,125.46,113.68,0,-0.54,0,0.0,0.0
"Vaidya, Mohanty and Setty",47,489,351.41,553.68,0,-0.79,0,0.0,0.0
"Sodhi, Agrawal and Ahuja",47,357,69.95,67.38,0,-0.13,0,0.0,0.0
Patel-Parikh,3,528,447.24,419.56,5,0.93,0,0.0,0.0
Pau-Tata,26,895,262.92,277.68,0,-0.47,1,47.03,8.53
Behl-Manne,25,351,313.7,291.49,1,0.01,0,0.0,0.0
Bava PLC,16,595,206.02,129.89,0,0.01,0,0.0,0.0
"Varkey, Rout and Dasgupta",15,785,348.05,321.45,0,0.49,1,46.78,9.07
"Patel, Ben and Kashyap",37,758,382.02,396.64,0,0.23,1,61.36,9.21
Apte-Soman,38,536,450.57,456.66,0,-0.04,0,0.0,0.0
Pandey PLC,6,627,370.28,365.83,0,0.72,1,42.73,9.87
Khanna Group,42,757,87.23,89.82,0,0.36,1,12.17,9.21
Ahuja LLC,10,800,288.54,484.31,0,-0.22,0,0.0,0.0
Mandal and Sons,45,769,361.57,372.49,0,-0.09,1,68.5,9.15
Pal-Arya,8,410,455.0,436.98,0,0.81,0,0.0,0.0
"Sarma, Edwin and Dhingra",6,772,98.56,99.67,5,0.52,0,0.0,0.0
"Sharaf, Nanda and Das",4,795,269.37,276.15,0,0.95,1,38.82,10.53
"Varty, Yadav and Sandal",26,668,451.35,478.21,0,-0.53,0,0.0,0.0
Sridhar-Sankar,25,411,69.24,39.76,5,0.51,0,0.0,0.0
"Saini, Padmanabhan and Upadhyay",33,622,473.58,239.17,2,-0.28,0,0.0,0.0
Samra-Goda,7,668,28.29,29.9,0,0.51,1,5.39,9.66
Gara-Bal,20,878,367.31,354.87,0,0.99,1,73.99,8.61
Sabharwal Inc,46,349,108.69,106.55,0,-0.71,0,0.0,0.0
"Goda, Muni and Sarin",7,877,81.6,87.56,0,-0.22,1,14.17,8.62
Dani LLC,38,526,488.6,464.63,0,0.06,0,0.0,0.0
Chand and Sons,30,397,61.89,62.76,0,-0.41,0,0.0,0.0
Dyal Inc,40,338,230.96,234.81,0,-0.83,0,0.0,0.0
"Das, Mishra and Grewal",39,401,108.22,175.68,0,-0.17,0,0.0,0.0
Lalla Ltd,21,544,205.03,190.62,1,0.49,0,0.0,0.0
Sem Inc,15,418,104.6,100.25,0,-0.25,0,0.0,0.0
Kalla and Sons,36,808,161.67,162.22,0,-0.11,1,24.7,8.96
"Maharaj, Ben and Buch",21,687,19.43,20.96,0,0.04,1,2.62,9.56
"Chakrabarti, Sekhon and Sengupta",32,592,20.69,21.42,0,0.18,0,0.0,0.0
"Rajan, Butala and Nayar",34,322,476.91,438.54,0,-0.35,0,0.0,0.0
"Rattan, Dugal and Vyas",26,781,125.89,130.32,1,0.03,1,24.27,9.1
Magar-Modi,35,893,217.62,218.29,0,-0.52,0,0.0,0.0
"Merchant, Ramesh and Date",14,401,151.69,149.29,0,0.52,0,0.0,0.0
Narayanan Ltd,8,323,183.67,79.09,0,0.83,0,0.0,0.0
"Mohanty, Pillai and Srinivasan",20,301,473.86,510.88,1,-0.18,0,0.0,0.0
Shroff-Ratti,3,827,497.1,463.86,0,0.2,1,106.41,10.37
Karpe LLC,22,366,26.52,18.09,0,-0.94,0,0.0,0.0
Gopal-Sule,14,640,186.49,204.4,1,0.52,1,23.73,9.8
Taneja-Buch,34,381,274.14,252.32,0,-0.91,0,0.0,0.0
"Sem, Ranganathan and Thaker",6,665,78.46,74.17,0,0.07,1,12.54,9.68
Garde Inc,19,574,487.4,448.33,0,-0.35,0,0.0,0.0
Tiwari-Naidu,23,715,317.76,288.83,0,-0.57,0,0.0,0.0
Bajwa-Anand,29,423,94.89,103.51,0,-0.93,0,0.0,0.0
Thakkar LLC,30,499,248.49,231.04,1,0.66,0,0.0,0.0
"Korpal, Desai and Comar",42,427,444.7,777.4,1,-0.3,0,0.0,0.0
Basu-Parmer,44,886,309.45,329.79,0,0.85,1,51.56,8.57
"Barad, Rai and Choudhary",47,414,436.47,429.56,0,0.38,0,0.0,0.0
"Munshi, Pingle and Ben",25,633,274.86,280.05,0,0.02,1,40.84,9.84
Keer and Sons,47,874,379.03,369.4,1,0.14,1,67.68,8.63
Vig Inc,34,345,79.63,32.55,1,-0.94,0,0.0,0.0
"Kohli, Mander and Choudhry",13,647,99.49,104.51,0,-0.81,0,0.0,0.0
Issac-Rastogi,42,645,237.98,235.46,0,0.52,1,26.37,9.78
Prashad Inc,19,641,24.12,22.27,0,-0.48,1,3.42,9.79
"Babu, Kamdar and Sood",29,562,309.79,280.45,3,0.34,0,0.0,0.0
Krishnamurthy-Rajan,24,425,293.91,308.92,0,-0.39,0,0.0,0.0
Subramanian Group,1,315,375.15,363.54,0,-0.42,0,0.0,0.0
Johal Inc,16,694,431.24,444.56,1,-0.57,0,0.0,0.0
Dhillon-Kumar,16,435,239.53,142.16,3,0.18,0,0.0,0.0
Mangat-Mahajan,7,311,389.72,364.04,1,0.91,0,0.0,0.0
"Anne, Savant and Jani",21,899,220.79,203.96,0,0.54,1,50.61,8.51
Batra Ltd,29,737,251.77,451.49,0,0.78,0,0.0,0.0
Brahmbhatt Ltd,9,799,199.7,327.01,0,-0.46,0,0.0,0.0
"Narayan, Ramaswamy and Dave",46,523,105.3,104.43,0,0.77,0,0.0,0.0
Reddy Ltd,41,676,345.21,369.92,0,-0.5,1,59.3,9.62
"Sharaf, Saraf and Devan",27,528,128.31,126.22,0,0.89,0,0.0,0.0
Anne PLC,47,723,123.0,115.82,0,0.21,1,20.25,9.38
"Chandra, Sridhar and Mishra",11,723,342.93,351.17,0,-0.28,1,45.04,9.38
Sampath-Chawla,24,838,476.06,435.79,1,0.38,1,65.64,8.81
Bhavsar PLC,13,688,427.52,462.69,0,0.71,1,57.28,9.56
Ben-Kapoor,25,327,131.78,141.71,0,-0.69,0,0.0,0.0
Sabharwal-Ghosh,8,359,485.41,478.3,1,-0.64,0,0.0,0.0
Morar-Muni,10,514,396.95,683.55,0,0.41,0,0.0,0.0
Dayal-Khalsa,28,897,345.88,532.52,0,-0.82,0,0.0,0.0
Salvi Ltd,46,425,110.84,178.41,1,-0.57,0,0.0,0.0
Banik-Sachar,10,441,157.01,155.02,0,-0.28,0,0.0,0.0
Bhardwaj Ltd,14,312,349.3,344.92,0,0.7,0,0.0,0.0
Chhabra Ltd,5,525,424.13,419.45,0,0.97,0,0.0,0.0
Rajagopal Group,13,611,417.06,384.21,0,0.71,1,42.06,9.95
Sehgal Inc,16,805,474.23,428.06,0,0.73,1,75.87,8.97
Baral LLC,10,387,478.51,525.88,0,-0.25,0,0.0,0.0
Dass-Solanki,14,796,475.05,454.09,0,0.49,1,76.39,9.02
Jani-Wali,7,583,25.53,25.33,0,-0.13,0,0.0,0.0
"Kibe, Kapadia and Parsa",44,407,461.67,497.8,2,0.68,0,0.0,0.0
Deshmukh and Sons,25,407,163.27,166.97,0,-0.68,0,0.0,0.0
Rege Ltd,44,578,110.25,114.18,0,0.41,0,0.0,0.0
Master Inc,19,652,298.13,275.66,0,-0.81,0,0.0,0.0
Sunder-Kala,35,639,494.17,272.61,0,0.31,0,0.0,0.0
Mitra-Ahuja,36,879,194.28,183.37,0,-0.39,1,31.61,8.61
Lanka-Deol,16,401,218.61,199.74,0,-0.51,0,0.0,0.0
Sekhon and Sons,47,447,264.86,255.12,0,-0.22,0,0.0,0.0
"Malhotra, Datta and Mohan",23,704,138.49,129.51,2,-0.39,1,17.81,9.48
Venkataraman Inc,10,762,141.44,155.51,0,-0.69,0,0.0,0.0
Kuruvilla LLC,12,725,393.1,411.56,0,0.48,1,49.78,9.38
"Gola, Sehgal and Sood",19,460,401.98,430.21,2,-0.16,0,0.0,0.0
Narula-Bhardwaj,30,712,70.89,64.33,0,-0.76,0,0.0,0.0
Divan-Desai,3,754,15.14,14.01,0,0.28,1,2.0,10.73
Vora LLC,18,820,493.24,519.05,0,0.66,1,94.81,8.9
"Gopal, Mand and Bal",29,760,300.53,308.83,0,-0.08,1,58.96,9.2
Sandal-Sarna,43,619,188.81,194.55,0,0.29,1,22.16,9.9
Dhingra-Kamdar,6,323,496.97,488.29,0,0.58,0,0.0,0.0
Ganguly Ltd,38,340,411.53,439.21,1,-0.3,0,0.0,0.0
Lall-Sankar,9,850,389.64,420.75,1,0.21,1,81.18,8.75
"Kapur, Walla and Talwar",4,315,466.17,305.65,1,0.91,0,0.0,0.0
Purohit Ltd,40,841,19.22,17.97,0,0.66,1,4.08,8.79
Krish PLC,34,696,381.12,367.43,0,-0.87,0,0.0,0.0
Patil PLC,42,773,69.55,70.68,0,-0.68,0,0.0,0.0
Sachdev-Sahni,47,515,465.93,443.52,1,-0.01,0,0.0,0.0
Comar-Bhargava,7,740,484.63,519.34,0,1.0,1,86.21,9.3
Balay-Ramanathan,1,700,483.84,491.74,1,-0.9,0,0.0,0.0
"Mitra, Mitter and Kapur",10,351,495.69,327.74,0,0.92,0,0.0,0.0
Gaba LLC,45,860,202.56,95.32,1,0.67,0,0.0,0.0
"Deep, Sethi and Saran",9,630,380.11,555.35,0,-0.41,0,0.0,0.0
"Jani, Grover and Sama",20,314,330.96,305.09,0,-0.51,0,0.0,0.0
Soman PLC,39,659,187.96,179.43,0,-0.42,1,23.71,9.71
"Salvi, Butala and Batta",32,706,201.6,317.9,1,-0.34,0,0.0,0.0
"Nayak, Doctor and Suresh",31,552,464.82,419.41,0,0.26,0,0.0,0.0
"Bhasin, Rastogi and Yadav",10,365,401.88,367.07,0,-0.65,0,0.0,0.0
Gopal-Goel,48,425,110.29,56.18,2,-0.93,0,0.0,0.0
"Zacharia, Kalita and Vora",27,606,253.81,272.73,0,-0.33,1,31.34,9.97
Bhasin LLC,21,505,31.86,43.71,0,0.35,0,0.0,0.0
Pall and Sons,1,874,86.1,81.19,0,0.9,1,12.25,10.13
"Malhotra, Gopal and Mand",24,371,120.09,51.25,0,-0.45,0,0.0,0.0
Rama LLC,19,626,56.43,59.39,0,-0.47,1,8.9,9.87
Srinivasan LLC,32,643,485.53,530.99,2,0.46,1,83.63,9.79
Borde Inc,29,727,141.02,60.46,1,0.98,0,0.0,0.0
"Varghese, Yadav and Srivastava",40,552,155.02,105.91,0,-0.26,0,0.0,0.0
"Tara, Thakur and Minhas",26,570,24.45,24.54,0,0.98,0,0.0,0.0
Anne-Jain,29,588,233.41,211.46,0,-0.34,0,0.0,0.0
Bhalla-Lad,41,881,454.7,430.62,0,0.42,1,88.45,8.6
Rai-Halder,19,321,428.0,388.71,0,0.02,0,0.0,0.0
Bhat-Lad,25,893,208.32,216.59,0,-0.47,1,50.95,8.54
"Seth, Tara and Sabharwal",2,621,324.44,179.26,2,0.03,0,0.0,0.0
Bawa and Sons,44,372,92.69,95.81,0,0.61,0,0.0,0.0
Minhas-Sarna,42,731,152.53,164.24,0,-0.6,0,0.0,0.0
"Viswanathan, Basak and Atwal",24,398,136.71,147.2,0,-0.51,0,0.0,0.0
"Butala, Ahuja and Korpal",32,685,90.43,97.35,1,-0.49,1,13.41,9.57
Modi-Mand,19,879,451.9,468.67,0,0.13,1,91.8,8.61
Vig LLC,33,871,152.31,160.16,2,-0.27,1,32.39,8.64
Bawa-Gara,28,829,167.09,156.37,0,-0.94,0,0.0,0.0
Bhasin-Bajaj,33,633,231.3,244.62,10,0.43,0,0.0,0.0
Sekhon Ltd,12,309,455.22,440.48,1,0.62,0,0.0,0.0
"Soman, Narang and Kanda",34,372,272.93,275.11,0,-0.31,0,0.0,0.0
"Randhawa, Memon and Tandon",38,360,470.46,316.95,3,0.72,0,0.0,0.0
